,GIS_ID_post,ADDRESS,num_condo_units,PID_prior,CM_ID_prior,ST_NUM_prior,ST_NAME_prior,UNIT_NUM_prior,ZIPCODE_prior,PTYPE_prior,LU_prior,LAND_VALUE_prior,BLDG_VALUE_prior,TOTAL_VALUE_prior,GROSS_TAX_prior,LAND_SF_prior,YR_BUILT_prior,YR_REMODEL_prior,GROSS_AREA_prior,LIVING_AREA_prior,NUM_FLOORS_prior,STRUCTURE_CLASS_prior,TT_RMS_prior,BED_RMS_prior,FULL_BTH_prior,HALF_BTH_prior,HEAT_TYP_prior,S_NUM_BLDG_prior,RES_UNITS_prior,COM_UNITS_prior,RC_UNITS_prior,PID_post,CM_ID_post,ST_NUM_post,ST_NAME_post,UNIT_NUM_post,ZIPCODE_post,PTYPE_post,LU_post,LAND_VALUE_post,BLDG_VALUE_post,TOTAL_VALUE_post,GROSS_TAX_post,LAND_SF_post,YR_BUILT_post,YR_REMODEL_post,GROSS_AREA_post,LIVING_AREA_post,NUM_FLOORS_post,STRUCTURE_CLASS_post,TT_RMS_post,BED_RMS_post,FULL_BTH_post,HALF_BTH_post,HEAT_TYP_post,R_EXT_CND_post,R_OVRALL_CND_post,R_INT_CND_post,S_NUM_BLDG_post,RES_UNITS_post,COM_UNITS_post,RC_UNITS_post,S_EXT_CND_post,prior_year,post_year,GIS_ID_prior,R_EXT_CND_prior,R_OVRALL_CND_prior,R_INT_CND_prior,S_EXT_CND_prior,CITY_post,BLDG_SEQ_post,NUM_BLDGS_post,LUC_post,LU_DESC_post,BLDG_TYPE_post,RES_FLOOR_post,CD_FLOOR_post,INT_COND_post,EXT_COND_post,OVERALL_COND_post,HLF_BTH_post,BDRM_COND_post,HEAT_TYPE_post,NUM_PARKING_post,CITY_prior,BLDG_SEQ_prior,NUM_BLDGS_prior,LUC_prior,LU_DESC_prior,BLDG_TYPE_prior,RES_FLOOR_prior,CD_FLOOR_prior,INT_COND_prior,EXT_COND_prior,OVERALL_COND_prior,HLF_BTH_prior,BDRM_COND_prior,HEAT_TYPE_prior,NUM_PARKING_prior,OBJECTID,LOC_ID,POLY_TYPE,MAP_NO,SOURCE,PLAN_ID,LAST_EDIT,BND_CHK,NO_MATCH,TOWN_ID,Shape_STArea__,Shape_STLength__,ShapeSTArea,ShapeSTLength
178,200240000,62 - 64 ELM ST,4,200240000,,62 - 64,ELM ST,,2129.0,105.0,R3,270700,718100,988800,1036262.0,1446.0,1885.0,0.0,4436.0,3295.0,3.0,R,17.0,6.0,3.0,0.0,W,,,,,200240000,200240000.0,62 - 64,ELM ST,,2129.0,995.0,CM,0,0,0,0.0,1446.0,1885.0,2017.0,0.0,0.0,3.0,R,17.0,6.0,3.0,0.0,W,G,A,A,,3.0,0.0,0.0,G,2018,2019,200240000.0,G,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,200289000,35 PEARL ST,3,200289000, ,35,PEARL ST,,2129,,R2,"286,300","673,500","959,800","$10,442.62",1104.0,1870.0,,2396.8,1684.8,,R - ,9.0,3.0,2.0,,,,0.0,0.0,0.0,200289000,200289000.0,35,PEARL ST,,2129.0,,CM,0,0,0,0.0,1104.0,1870.0,,,,,,,,,,,,,,,2.0,,,,2022,2023,200289000.0,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,RE - Row End,3.0,,,G - Good,G - Good,,,W - Ht Water/Steam,,CHARLESTOWN,1.0,1.0,104.0,TWO-FAM DWELLING,RE - Row End,3.0,,G - Good,G - Good,G - Good,0.0,,W - Ht Water/Steam,0.0,,,,,,,,,,,,,,
180,200332000,24 ELM ST,4,200332000,,24,ELM ST,,2129.0,,R3,230300,922500,1152800,12381.0672,3200.0,1880.0,2021.0,4586.0,3626.0,,,13.0,6.0,6.0,,,,,,,200332000,200332000.0,24,ELM ST,,2129.0,,CM,0,0,0, $-   ,"3,509",1880.0,,,,,,,,,,,,,,,3.0,0.0,0.0,,2023,2024,200332000,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,SD - Semi-Det,3.0,,,G - Good,G - Good,,,W - Ht Water/Steam,,CHARLESTOWN,1.0,1.0,105.0,THREE-FAM DWELLING,SD - Semi-Det,3.0,,E - Excellent,G - Good,G - Good,3.0,,W - Ht Water/Steam,6.0,,,,,,,,,,,,,,
181,200344000,2 PAYSON PL,2,200344010, ,2,PAYSON PL,,2129,,R4,"503,400","853,200","1,356,600","$14,759.81",2625.0,1920.0,1985.0,3885.0,2775.0,,D - Wood/Frame,0.0,0.0,0.0,,,,0.0,4.0,0.0,200344000,,2,PAYSON PL,,2129.0,,RL - RL,287200,0,291900,3135.01,1773.0,,,,,,,,,0.0,,,,,,,,,,,2022,2023,200344010.0,,,,,CHARLESTOWN,1.0,1.0,130.0,RESIDENTIAL LAND,99 - Vacant,,,,,A - Average,0.0,,,,CHARLESTOWN,1.0,1.0,111.0,APT 4-6 UNITS,111 - APT 4-6 UNITS,2.5,,,,G - Good,0.0,,,0.0,,,,,,,,,,,,,,
182,200357000.0,35  37 ELM ST,3,200357000,,35  37,ELM ST,,2129,,R1,"$325,200.00 ","$564,000.00 ","$889,200.00 ","$9,487.76 ",2775.0,1865.0,,2070.0,1664.0,,R -,7.0,3.0,1.0,,,,,,,200357000,0200357000,35  37,ELM ST,,2129,,CM,0,0,0,$0.00,2775.0,1865.0,2020.0,,,,,0.0,0.0,0.0,,,,,,,2.0,0.0,0.0,,2021,2022,200357000.0,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,FS - Free Standing,3.0,,,G - Good,A - Average,0.0,,,0.0,CHARLESTOWN,1.0,1.0,101.0,SINGLE FAM DWELLING,CL - Colonial,3.0,,A - Average,A - Average,A - Average,1.0,,W - Ht Water/Steam,,,,,,,,,,,,,,,
183,200404000,28 Cross ST,3,200404000,,28,Cross ST,,2129.0,,R2,282000,1083600,1365600,14666.54,1572.0,1890.0,2021.0,3728.0,2579.0,,,8.0,6.0,5.0,,,,,,,200404000,200404000.0,28,Cross ST,,2129.0,,CM,0,0,0, $-   ,"1,572",1890.0,,2566.0,,,,,,,,,,,,,2.0,0.0,0.0,,2023,2024,200404000,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,FS - Free Standing,3.0,,,G - Good,G - Good,,,,,CHARLESTOWN,1.0,1.0,104.0,TWO-FAM DWELLING,CV - Conventional,3.0,,E - Excellent,G - Good,G - Good,0.0,,W - Ht Water/Steam,0.0,,,,,,,,,,,,,,
184,200511000,3 LAWNWOOD PL,4,200511000, ,3,LAWNWOOD PL,,2129,,R1,"296,500","886,500","1,183,000","$12,871.04",1198.0,1855.0,2005.0,2976.0,2232.0,,R - ,9.0,4.0,2.0,,,,0.0,0.0,0.0,200511000,,3,LAWNWOOD PL,,2129.0,,R1,326200,975200,1301400,13977.0372,1198.0,1855.0,2005.0,2976.0,2232.0,,,9.0,4.0,2.0,,,,,,,,,,,2022,2023,200511000.0,,,,,CHARLESTOWN,1.0,1.0,101.0,SINGLE FAM DWELLING,RM - Row Middle,3.0,,G - Good,A - Average,A - Average,0.0,,F - Forced Hot Air,0.0,CHARLESTOWN,1.0,1.0,101.0,SINGLE FAM DWELLING,RM - Row Middle,3.0,,G - Good,A - Average,A - Average,0.0,,F - Forced Hot Air,0.0,,,,,,,,,,,,,,
185,200536000,3 SALEM STREET AV,2,200536002,0200536000,3,SALEM STREET AV,3,2129,,CD,0,"899,300","899,300","$9,784.38",,1900.0,1980.0,1525.0,1525.0,,,5.0,2.0,1.0,,,,1.0,0.0,0.0,200536000,200536000.0,3,SALEM STREET AV,,2129.0,,CM,0,0,0,0.0,1761.0,1999.0,,,,,,,,,,,,,,,3.0,,,,2022,2023,200536000.0,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,TH - Town House,3.0,,,A - Average,A - Average,,,,,CHARLESTOWN,1.0,1.0,102.0,RESIDENTIAL CONDO,TH - Town House,3.0,1.0,G - Good,A - Average,A - Average,0.0,Average,F - Forced Hot Air,0.0,,,,,,,,,,,,,,
186,200539000,4 SALEM ST,2,200539002,0200539000,4,SALEM ST,2,2129,,CD,0,"642,100","642,100","$6,986.05",,1870.0,2019.0,1512.0,982.0,,,5.0,2.0,1.0,,,,1.0,0.0,0.0,200539000,200539000.0,4,SALEM ST,,2129.0,,CM,0,0,0,0.0,1959.0,1999.0,,,,,,,,,,,,,,,3.0,,,,2022,2023,200539000.0,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,RE - Row End,2.0,,,A - Average,A - Average,,,,,CHARLESTOWN,1.0,1.0,102.0,RESIDENTIAL CONDO,RE - Row End,2.0,1.0,G - Good,A - Average,A - Average,0.0,Average,W - Ht Water/Steam,0.0,,,,,,,,,,,,,,
187,200695000,48 PEARL ST,4,200695000,,48,PEARL ST,,2129.0,,R3,308200,1226400,1534600,16481.6072,1433.0,1870.0,1984.0,4036.0,3030.0,,,12.0,6.0,6.0,,,,,,,200695000,200695000.0,48,PEARL ST,,2129.0,,CM,0,0,0, $-   ,"1,433",1870.0,,,,,,,,,,,,,,,3.0,0.0,0.0,,2023,2024,200695000,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,RE - Row End,3.0,,,G - Good,G - Good,,,W - Ht Water/Steam,,CHARLESTOWN,1.0,1.0,105.0,THREE-FAM DWELLING,RE - Row End,3.0,,G - Good,G - Good,G - Good,0.0,,W - Ht Water/Steam,0.0,,,,,,,,,,,,,,
188,200916010,2 CARY PL,2,200916012,0200916010,2,CARY PL,2,2129,,CD,0,"918,700","918,700","$9,995.45",,2010.0,,1695.0,1695.0,,,5.0,2.0,3.0,,,,1.0,0.0,0.0,200916010,200916010.0,2,CARY PL,,2129.0,,CM,0,0,0,0.0,4040.0,2010.0,,,,,,,,,,,,,,,2.0,,,,2022,2023,200916010.0,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,FS - Free Standing,2.0,,,G - Good,A - Average,,,,,CHARLESTOWN,1.0,1.0,102.0,RESIDENTIAL CONDO,FS - Free Standing,3.0,0.0,G - Good,G - Good,A - Average,1.0,Average,F - Forced Hot Air,1.0,,,,,,,,,,,,,,
189,200970000,9 EDEN ST,4,200970000,,9,EDEN ST,,2129.0,,R3,167100,985300,1152400,12376.78,5139.0,1880.0,2021.0,6688.0,5016.0,,,15.0,10.0,7.0,,,,,,,200970000,200970000.0,9,EDEN ST,,2129.0,,CM,0,0,0, $-   ,"5,139",1880.0,,,,,,,,,,,,,,,3.0,0.0,0.0,,2023,2024,200970000,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,RE - Row End,3.0,,,G - Good,G - Good,,,F - Forced Hot Air,,CHARLESTOWN,1.0,1.0,105.0,THREE-FAM DWELLING,RE - Row End,3.0,,G - Good,G - Good,G - Good,2.0,,W - Ht Water/Steam,0.0,,,,,,,,,,,,,,
190,200976100,39 EDEN ST,4,200976100,,39,EDEN ST,,2129.0,105.0,R3,202000,1457500,1659500,1739156.0,1320.0,1900.0,2015.0,4440.0,4121.0,3.0,R,14.0,5.0,5.0,0.0,F,,,,,200976100,200976100.0,39,EDEN ST,,2129.0,995.0,CM,0,0,0,0.0,1320.0,1900.0,2017.0,0.0,0.0,3.0,R,14.0,5.0,5.0,0.0,F,A,G,E,,3.0,0.0,0.0,A,2018,2019,200976100.0,A,G,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,201069000,96 -100 RUSSELL ST,4,201069000,,96 -100,RUSSELL ST,,2129.0,105.0,R3,227175,1183575,1410750,1478466.0,4150.0,1875.0,2016.0,8892.0,7571.0,3.0,R,21.0,12.0,8.0,3.0,F,,,,,201069000,201069000.0,96 -100,RUSSELL ST,,2129.0,995.0,CM,0,0,0,0.0,4150.0,2017.0,,0.0,0.0,3.0,R,,,,,,,,,,3.0,0.0,0.0,G,2018,2019,201069000.0,G,G,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,201161000,5 ARMORY ST,2,201162000, ,5,ARMORY ST,,2129,,R2,"264,900","644,100","909,000","$9,889.92",993.0,1900.0,2020.0,2932.0,2164.0,,R - ,8.0,5.0,3.0,,,,0.0,0.0,0.0,201161000,,5,ARMORY ST,,2129.0,,R1,290300,504800,795100,8539.3772,992.0,1880.0,,1800.0,1200.0,,,7.0,5.0,1.0,,,,,,,,,,,2022,2023,201162000.0,,,,,CHARLESTOWN,1.0,1.0,101.0,SINGLE FAM DWELLING,RM - Row Middle,2.0,,A - Average,A - Average,A - Average,0.0,,F - Forced Hot Air,0.0,CHARLESTOWN,1.0,1.0,104.0,TWO-FAM DWELLING,RE - Row End,3.0,,A - Average,F - Fair,A - Average,1.0,,W - Ht Water/Steam,0.0,,,,,,,,,,,,,,
193,201302000,19 SHORT ST,4,201302000,0201302000,19,SHORT ST,,2129,,CM,0,0,0,$0.00,3576.0,2003.0,2016.0,,,,,0.0,0.0,0.0,,,,3.0,0.0,0.0,201302000,201302000.0,19,SHORT ST,,2129.0,,CM,0,0,0,0.0,3576.0,2003.0,,,,,,,,,,,,,,,3.0,,,,2022,2023,201302000.0,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,TH - Town House,3.0,,,G - Good,G - Good,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,TH - Town House,3.0,,,G - Good,G - Good,0.0,,,0.0,,,,,,,,,,,,,,
194,201322000,96 BALDWIN ST,3,201322000,,96,BALDWIN ST,,2129.0,104.0,R2,185200,479400,664600,696501.0,1722.0,1870.0,1987.0,2984.0,2260.0,2.0,R,13.0,3.0,2.0,1.0,W,,,,,201322000,201322000.0,96,BALDWIN ST,,2129.0,995.0,CM,0,0,0,0.0,1722.0,1870.0,1987.0,0.0,0.0,3.0,R,13.0,3.0,2.0,1.0,W,A,A,A,,2.0,0.0,0.0,G,2018,2019,201322000.0,A,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,201383000,16 Chappie ST,3,201383000,,16,Chappie ST,,2129.0,,R2,379000,2290000,2669000,28665.0572,3931.0,2020.0,,6928.0,3974.4,,,12.0,8.0,8.0,,,,,,,201383000,201383000.0,16,Chappie ST,,2129.0,,CM,0,0,0, $-   ,"3,931",2020.0,,,,,,,,,,,,,,,2.0,0.0,0.0,,2023,2024,201383000,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,FS - Free Standing,3.0,,,E - Excellent,G - Good,,,,,CHARLESTOWN,1.0,1.0,104.0,TWO-FAM DWELLING,DX - Duplex,2.0,,G - Good,G - Good,G - Good,2.0,,W - Ht Water/Steam,2.0,,,,,,,,,,,,,,
196,201394000,391 Bunker Hill ST,4,201394000,,391,Bunker Hill ST,,2129.0,,R3,199800,559600,759400,8155.96,1892.0,1880.0,2022.0,3870.0,2898.0,,,11.0,7.0,7.0,,,,,,,201394000,201394000.0,391,Bunker Hill ST,,2129.0,,CM,0,0,0, $-   ,"1,892",1880.0,,,,,,,,,,,,,,,3.0,0.0,0.0,,2023,2024,201394000,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,RM - Row Middle,3.0,,,G - Good,G - Good,,,F - Forced Hot Air,,CHARLESTOWN,1.0,1.0,105.0,THREE-FAM DWELLING,RM - Row Middle,3.0,,G - Good,G - Good,G - Good,1.0,,W - Ht Water/Steam,0.0,,,,,,,,,,,,,,
197,201446000,18 ST MARTIN ST,2,201446000, ,18,ST MARTIN ST,,2129,,R1,"207,200","612,100","819,300","$8,913.98",540.0,1999.0,2011.0,2466.0,1644.0,,R - ,6.0,3.0,3.0,,,,0.0,0.0,0.0,201446000,,18,ST MARTIN ST,,2129.0,,R1,227900,906600,1134500,12184.53,540.0,1999.0,2011.0,2466.0,1644.0,,,6.0,3.0,2.0,,,,,,,,,,,2022,2023,201446000.0,,,,,CHARLESTOWN,1.0,1.0,101.0,SINGLE FAM DWELLING,CL - Colonial,2.0,,G - Good,G - Good,G - Good,1.0,,F - Forced Hot Air,0.0,CHARLESTOWN,1.0,1.0,101.0,SINGLE FAM DWELLING,CL - Colonial,2.0,,A - Average,A - Average,A - Average,1.0,,F - Forced Hot Air,0.0,,,,,,,,,,,,,,
198,201525010,36 BELMONT ST,4,201525020, ,36,BELMONT ST,,2129,,RL,"301,900",0,"301,900","$3,284.67",3090.0,,,,,,,5.0,3.0,0.0,,,,0.0,0.0,0.0,201525010,201525010.0,36,BELMONT ST,,2129.0,,CM,0,0,0,0.0,2007.0,2007.0,,,,,,,,,,,,,,,2.0,,,,2022,2023,201525020.0,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,FS - Free Standing,2.0,,,G - Good,G - Good,,,,,CHARLESTOWN,1.0,1.0,130.0,RESIDENTIAL LAND,,,,,,A - Average,0.0,,,0.0,,,,,,,,,,,,,,
199,201525040,34 BELMONT ST,3,201525040,,34,BELMONT ST,,2129.0,,R2,311400,854100,1165500,12517.4672,1624.0,2022.0,,4704.0,3420.0,,,10.0,6.0,4.0,,,,,,,201525040,201525040.0,34,BELMONT ST,,2129.0,,CM,0,0,0, $-   ,"1,624",,,,,,,,,,,,,,,,2.0,0.0,0.0,,2023,2024,201525040,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,RE - Row End,3.0,,,E - Excellent,G - Good,,,,,CHARLESTOWN,1.0,1.0,104.0,TWO-FAM DWELLING,SD - Semi-Det,3.0,,E - Excellent,G - Good,E - Excellent,1.0,,F - Forced Hot Air,4.0,,,,,,,,,,,,,,
200,201548001,9 BELMONT ST,2,201548003,201548001.0,9,BELMONT ST,9,2129.0,,CD,0,1361100,1361100,14618.2172,2227.0,2019.0,,2362.0,1808.0,,,6.0,3.0,2.0,,,,,,,201548001,201548001.0,9,BELMONT ST,,2129.0,,CM,0,0,0, $-   ,"1,942",2019.0,,,,,,,,,,,,,,,2.0,0.0,0.0,,2023,2024,201548001,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,SD - Semi-Det,4.0,,,E - Excellent,G - Good,,,F - Forced Hot Air,,CHARLESTOWN,1.0,1.0,102.0,RESIDENTIAL CONDO,SD - Semi-Det,3.0,2.0,G - Good,E - Excellent,G - Good,1.0,A - Average,F - Forced Hot Air,1.0,,,,,,,,,,,,,,
201,201554020,31 BELMONT ST,2,201554020, ,31,BELMONT ST,,2129,,R1,"315,800","882,100","1,197,900","$13,033.15",1492.0,2004.0,2018.0,2129.0,1839.0,,R - ,6.0,3.0,3.0,,,,0.0,0.0,0.0,201554020,,31,BELMONT ST,,2129.0,,R1,347400,976500,1323900,14218.6872,1492.0,2004.0,2018.0,2357.0,1839.0,,,6.0,3.0,3.0,,,,,,,,,,,2022,2023,201554020.0,,,,,CHARLESTOWN,1.0,1.0,101.0,SINGLE FAM DWELLING,RM - Row Middle,2.5,,G - Good,G - Good,G - Good,1.0,,F - Forced Hot Air,1.0,CHARLESTOWN,1.0,1.0,101.0,SINGLE FAM DWELLING,RM - Row Middle,2.5,,G - Good,G - Good,G - Good,1.0,,F - Forced Hot Air,1.0,,,,,,,,,,,,,,
202,201562020,53 BELMONT ST,3,201562020,0201562020,53,BELMONT ST,,2129,,CM,0,0,0,$0.00,2466.0,2002.0,,,,,,0.0,0.0,0.0,,,,2.0,0.0,0.0,201562020,201562020.0,53,BELMONT ST,,2129.0,,CM,0,0,0,0.0,2466.0,2002.0,,,,,,,,,,,,,,,2.0,,,,2022,2023,201562020.0,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,FS - Free Standing,3.0,,,G - Good,G - Good,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,FS - Free Standing,3.0,,,G - Good,G - Good,0.0,,,0.0,,,,,,,,,,,,,,
203,201579000,18 SACKVILLE ST,3,201579000,,18,SACKVILLE ST,,2129.0,104.0,R2,255200,693500,948700,994238.0,1403.0,1880.0,2016.0,3540.0,2927.0,3.0,R,10.0,4.0,4.0,0.0,F,,,,,201579000,201579000.0,18,SACKVILLE ST,,2129.0,995.0,CM,0,0,0,0.0,1679.0,1880.0,2016.0,0.0,0.0,3.0,R,10.0,4.0,4.0,0.0,F,G,G,G,,2.0,0.0,0.0,G,2018,2019,201579000.0,G,G,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,201683000.0,7 COOK ST,3,201683000,,7,COOK ST,,2129,,R2,"$287,100.00 ","$700,900.00 ","$988,000.00 ","$10,541.96 ",1056.0,1875.0,,3541.0,2881.0,,R -,10.0,5.0,2.0,,,,,,,201683000,0201683000,7,COOK ST,,2129,,CM,0,0,0,$0.00,1056.0,1875.0,2019.0,,,,R - ,0.0,0.0,0.0,,,,,,,2.0,0.0,0.0,,2021,2022,201683000.0,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,RM - Row Middle,3.0,,,A - Average,A - Average,0.0,,,0.0,CHARLESTOWN,1.0,1.0,104.0,TWO-FAM DWELLING,RM - Row Middle,3.0,,A - Average,A - Average,A - Average,,,W - Ht Water/Steam,,,,,,,,,,,,,,,
205,201902000,41 BRIGHTON ST,3,201901000, ,41,BRIGHTON ST,,2129,,R3,"157,900","545,100","703,000","$7,648.64",1770.0,2020.0,,6114.0,4136.0,,,15.0,9.0,6.0,,,,0.0,0.0,0.0,201902002,201902000.0,41,BRIGHTON ST,41,2129.0,,CD,0,757800,757800,8138.77,1631.0,1865.0,2021.0,1631.0,1224.0,,,5.0,3.0,2.0,,,,,,,,,,,2022,2023,201901000.0,,,,,CHARLESTOWN,1.0,1.0,102.0,RESIDENTIAL CONDO,TH - Town House,2.0,2.0,G - Good,G - Good,A - Average,1.0,A - Average,F - Forced Hot Air,2.0,CHARLESTOWN,1.0,1.0,105.0,THREE-FAM DWELLING,CV - Conventional,3.0,,G - Good,G - Good,G - Good,3.0,,W - Ht Water/Steam,6.0,,,,,,,,,,,,,,
206,202023000,25 BRIGHTON ST,3,202023000,,25,BRIGHTON ST,,2129.0,104.0,R2,63558,298386,361944,379317.0,1135.0,1885.0,2016.0,2760.0,2560.0,3.0,R,11.0,5.0,4.0,0.0,F,,,,,202023000,202023000.0,25,BRIGHTON ST,,2129.0,995.0,CM,0,0,0,0.0,1135.0,1885.0,2017.0,0.0,0.0,3.0,R,,,,,,,,,,2.0,0.0,0.0,G,2018,2019,202023000.0,G,G,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,202026000,31 BRIGHTON ST,4,202026000,,31,BRIGHTON ST,,2129.0,105.0,R3,85347,521304,606651,635770.0,1104.0,1885.0,2016.0,3441.0,2859.0,3.0,R,12.0,5.0,4.0,1.0,F,,,,,202026000,202026000.0,31,BRIGHTON ST,,2129.0,995.0,CM,0,0,0,0.0,1104.0,1885.0,2016.0,0.0,0.0,3.0,R,,,,,,,,,,3.0,0.0,0.0,G,2018,2019,202026000.0,G,G,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,202044000.0,18 BRIGHTON ST,3,202044000,,18,BRIGHTON ST,,2129,,R2,"$176,800.00 ","$526,800.00 ","$703,600.00 ","$7,507.41 ",3300.0,2004.0,,3824.0,2641.0,,R -,11.0,4.0,3.0,,,,,,,202044000,0202044000,18,BRIGHTON ST,,2129,,CM,0,0,0,$0.00,3300.0,2004.0,2020.0,,,,R - ,0.0,0.0,0.0,,,,,,,2.0,0.0,0.0,,2021,2022,202044000.0,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,DX - Duplex,3.0,,,G - Good,G - Good,0.0,,,0.0,CHARLESTOWN,1.0,1.0,104.0,TWO-FAM DWELLING,CV - Conventional,3.0,,G - Good,G - Good,G - Good,1.0,,F - Forced Hot Air,,,,,,,,,,,,,,,
209,202060000,26 PARKER ST,4,202060000, ,26,PARKER ST,,2129,,R3,"180,400","742,600","923,000","$10,042.24",2640.0,1870.0,2020.0,3536.0,3276.0,,R - ,16.0,6.0,4.0,,,,0.0,0.0,0.0,202060000,202060000.0,26,PARKER ST,,2129.0,,CM,0,0,0,0.0,2640.0,1870.0,,,,,,,,,,,,,,,3.0,,,,2022,2023,202060000.0,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,RE - Row End,3.0,,,G - Good,G - Good,,,,,CHARLESTOWN,1.0,1.0,105.0,THREE-FAM DWELLING,SD - Semi-Det,3.0,,G - Good,G - Good,G - Good,0.0,,W - Ht Water/Steam,0.0,,,,,,,,,,,,,,
210,202062000,22 PARKER ST,2,202062000, ,22,PARKER ST,,2129,,R2,"194,100","588,800","782,900","$8,517.95",3821.0,1870.0,2017.0,3952.45,2852.0,,R - ,11.0,6.0,4.0,,,,0.0,0.0,0.0,202062000,,22,PARKER ST,,2129.0,,R3,203800,1410900,1614700,17341.8772,3821.0,1870.0,2017.0,6187.0,4732.8,,,11.0,6.0,4.0,,,,,,,,,,,2022,2023,202062000.0,,,,,CHARLESTOWN,1.0,2.0,109.0,MULTIPLE BLDGS/1 LOT,CV - Conventional,3.0,,G - Good,G - Good,G - Good,1.0,,F - Forced Hot Air,2.0,CHARLESTOWN,1.0,1.0,104.0,TWO-FAM DWELLING,CV - Conventional,3.0,,G - Good,G - Good,G - Good,1.0,,F - Forced Hot Air,2.0,,,,,,,,,,,,,,
211,202091000,35 PARKER ST,2,202091002,0202091000,35,PARKER ST,35,2129,,CD,0,"687,500","687,500","$7,480.00",,2006.0,,1802.0,1395.0,,,6.0,3.0,2.0,,,,1.0,0.0,0.0,202091000,202091000.0,35,PARKER ST,,2129.0,,CM,0,0,0,0.0,2823.0,2006.0,,,,,,,,,,,,,,,2.0,,,,2022,2023,202091000.0,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,RE - Row End,3.0,,,G - Good,,,,,,CHARLESTOWN,1.0,1.0,102.0,RESIDENTIAL CONDO,RE - Row End,3.0,1.0,A - Average,G - Good,,1.0,Average,F - Forced Hot Air,2.0,,,,,,,,,,,,,,
212,202158010.0,610 RUTHERFORD AV,41,202158010,,610,RUTHERFORD AV,,2129,,A,"$2,323,300.00 ","$9,739,400.00 ","$12,065,100.00 ","$128,734.62 ",8780.0,2019.0,,26722.0,21632.0,,D - Wood/Frame,,,,,,,,,,202158010,0202158010,610,RUTHERFORD AV,,2129,,CM,0,0,0,$0.00,9091.0,2019.0,,,,,R - ,0.0,0.0,0.0,,,,,,,22.0,0.0,0.0,,2021,2022,202158010.0,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,MR - Mid Rise,5.0,,,E - Excellent,G - Good,0.0,,,0.0,CHARLESTOWN,1.0,1.0,120.0,LUXURY APARTMENT,112 - APT 7-30 UNITS,5.0,,,,G - Good,,,,,,,,,,,,,,,,,,
213,202772000,23 MT VERNON ST,3,202772000,0202772000,23,MT VERNON ST,,2129,,CM,0,0,0,$0.00,1860.0,1875.0,2001.0,,,,,0.0,0.0,0.0,,,,2.0,0.0,0.0,202772000,202772000.0,23,MT VERNON ST,,2129.0,,CM,0,0,0,0.0,1860.0,1875.0,,,,,,,,,,,,,,,2.0,,,,2022,2023,202772000.0,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,RE - Row End,2.5,,,G - Good,G - Good,,,,,CHARLESTOWN,1.0,1.0,995.0,CONDO MAIN,RE - Row End,2.5,,,G - Good,G - Good,0.0,,,0.0,,,,,,,,,,,,,,
